hsn_code,description
20089300,"CRANBERRIES (VACCINIUM MACROCARPON, VACCINIUM OXYCOCCOS); LINGONBERRIES (VACCINIUM VITIS-IDAEA)"
200897,MIXTURES
20089700,MIXTURES
200899,"OTHER – FRUIT, NUTS AND OTHER EDIBLE PARTS OF PLANTS, OTHERWISE PREPARED OR PRESERVED, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR SPIRIT, NOT ELSEWHERE SPECIFIED OR INCLUDED"
20089900,"OTHER – FRUIT, NUTS AND OTHER EDIBLE PARTS OF PLANTS, OTHERWISE PREPARED OR PRESERVED, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR SPIRIT, NOT ELSEWHERE SPECIFIED OR INCLUDED"
2009,"FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20091,ORANGE JUICE
200911,FROZEN
20091100,FROZEN
200912,"NOT FROZEN, OF A BRIX VALUE NOT EXCEEDING 20"
20091200,"NOT FROZEN, OF A BRIX VALUE NOT EXCEEDING 20"
200919,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20091900,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20092,GRAPEFRUIT JUICE; POMELO JUICE
200921,"OF A BRIX VALUE NOT EXCEEDING 20 – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20092100,"OF A BRIX VALUE NOT EXCEEDING 20 – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
200929,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20092900,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20093,JUICE OF ANY OTHER SINGLE CITRUS FRUIT
200931,"OF A BRIX VALUE NOT EXCEEDING 20 – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20093100,"OF A BRIX VALUE NOT EXCEEDING 20 – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
200939,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20093900,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20094,PINEAPPLE JUICE
200941,"OF A BRIX VALUE NOT EXCEEDING 20 – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20094100,"OF A BRIX VALUE NOT EXCEEDING 20 – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
200949,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20094900,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
200950,TOMATO JUICE
20095000,TOMATO JUICE
200961,"OF A BRIX VALUE NOT EXCEEDING 30 – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20096100,"OF A BRIX VALUE NOT EXCEEDING 30 – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
200969,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20096900,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20097,APPLE JUICE
200971,"OF A BRIX VALUE NOT EXCEEDING 20 – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20097100,"OF A BRIX VALUE NOT EXCEEDING 20 – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
200979,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20097900,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20098,"JUICE OF ANY OTHER SINGLE FRUIT, NUT OR VEGETABLE"
200981,"CRANBERRY (VACCINIUM MACROCARPON, VACCINIUM OXYCOCCOS) JUICE; LINGONBERRY (VACCINIUM VITIS-IDAEA) JUICE"
20098100,"CRANBERRY (VACCINIUM MACROCARPON, VACCINIUM OXYCOCCOS) JUICE; LINGONBERRY (VACCINIUM VITIS-IDAEA) JUICE"
200989,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
20098900,"OTHER – FRUIT OR NUT JUICES (INCLUDING GRAPE MUST AND COCONUT WATER) AND VEGETABLE JUICES, UNFERMENTED AND NOT CONTAINING ADDED SPIRIT, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
200990,MIXTURES OF JUICES
20099000,MIXTURES OF JUICES
21,MISCELLANEOUS EDIBLE PREPARATIONS
2101,"EXTRACTS, ESSENCES AND CONCENTRATES, OF COFFEE, TEA OR MAT AND PREPARATIONS WITH A BASIS OF THESE PRODUCTS OF WITH A BASIS OF COFFEE, TEA OR MATE; ROASTED CHICORY AND OTHER ROASTED COFFEE SUBSTITUTES, AND EXTRACTS, ESSENCES AND CONCENTRATES THEREOF"
21011,"EXTRACTS ESSENCES AND CONCENTRATES, OF COFFEE PREPARATIONS WITH A BASIS OF THESE EXTRACTS, ESSENCES OR CONCENTRATES OR WITH A BASIS OF COFFEE"
210111,"EXTRACTS, ESSENCES AND CONCENTRATES"
21011100,"EXTRACTS, ESSENCES AND CONCENTRATES"
210112,"PREPARATIONS WITH A BASIS OF EXTRACTS, ESSENCES OR CONCENTRATES OR WITH A BASIS OF COFFEE"
21011200,"PREPARATIONS WITH A BASIS OF EXTRACTS, ESSENCES OR CONCENTRATES OR WITH A BASIS OF COFFEE"
210120,"EXTRACTS, ESSENCES AND CONCENTRATES, OF TEA OR MATE, AND PREPARATIONS WITH A BASIS OF THESE EXTRACTS, ESSENCES OR CONCENTRATES OR WITH A BASIS OF TEA OR MATE"
21012000,"EXTRACTS, ESSENCES AND CONCENTRATES, OF TEA OR MATÉ, AND PREPARATIONS WITH A BASIS OF THESE EXTRACTS, ESSENCES OR CONCENTRATES OR WITH A BASIS OF TEA OR MATÉ"
210130,"ROASTED CHICORY AND OTHER ROASTED COFFEE SUBSTITUTES, AND EXTRACTS, ESSENCES AND CONCENTRATES THEREOF"
21013000,"ROASTED CHICORY AND OTHER ROASTED COFFEE SUBSTITUTES, AND EXTRACTS, ESSENCES AND CONCENTRATES THEREOF"
2102,"YEASTS (ACTIVE OR INACTIVE); OTHER SINGLE-CELL MICRO-ORGANISMS, DEAD (BUT NOT INCLUDING VACCINES OF HEADING 30.02); PREPARED BAKING POWDERS"
210210,ACTIVE YEASTS
21021000,ACTIVE YEASTS
210220,"INACTIVE YEASTS; OTHER SINGLE-CELL MICRO-ORGANISMS, DEAD"
21022000,"INACTIVE YEASTS; OTHER SINGLE-CELL MICRO-ORGANISMS, DEAD"
210230,PREPARED BAKING POWDERS
21023000,PREPARED BAKING POWDERS
2103,SAUCES AND PREPARATIONS THEREFOR; MIXED CONDIMENTS AND MIXED SEASONINGS; MUSTARD FLOUR AND MEAL AND PREPARED MUSTARD
210310,SOYA SAUCE
21031000,SOYA SAUCE
210320,TOMATO KETCHUP AND OTHER TOMATO SAUCES
21032000,TOMATO KETCHUP AND OTHER TOMATO SAUCES
210330,MUSTARD FLOUR AND MEAL AND PREPARED MUSTARD
21033000,MUSTARD FLOUR AND MEAL AND PREPARED MUSTARD
210390,OTHER – SAUCES AND PREPARATIONS THEREFOR; MIXED CONDIMENTS AND MIXED SEASONINGS; MUSTARD FLOUR AND MEAL AND PREPARED MUSTARD
21039010,FLAVOURS USED IN THE FOOD AND DRINK INDUSTRY
21039090,OTHER – SAUCES AND PREPARATIONS THEREFOR; MIXED CONDIMENTS AND MIXED SEASONINGS; MUSTARD FLOUR AND MEAL AND PREPARED MUSTARD
2104,SOUPS AND BROTHS AND PREPARATIONS THEREFOR: HOMOGENISED COMPOSITE FOOD PREPARATIONS
210410,SOUPS AND BROTHS AND PREPARATIONS THEREFOR
21041000,SOUPS AND BROTHS AND PREPARATIONS THEREFOR
210420,HOMOGENISED COMPOSITE FOOD PREPARATIONS
21042000,HOMOGENISED COMPOSITE FOOD PREPARATIONS
2105,"ICE CREAM AND OTHER EDIBLE ICE, WHETHER OR NOT CONTAINING COCOA"
210500,"ICE CREAM AND OTHER EDIBLE ICE, WHETHER OR NOT CONTAINING COCOA"
21050000,"ICE CREAM AND OTHER EDIBLE ICE, WHETHER OR NOT CONTAINING COCOA."
2106,FOOD PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED
210610,PROTEIN CONCENTRATES AND TEXTURED PROTEIN SUBSTANCES
21061000,PROTEIN CONCENTRATES AND TEXTURED PROTEIN SUBSTANCES
210690,OTHER – FOOD PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED
21069010,OPAQUE BEER POWDER
21069020,NON-ALCOHOLIC CORDIALS (CONCENTRATED BEVERAGES)
21069090,OTHER – FOOD PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED
22,"BEVERAGES, SPIRITS AND VINEGAR"
2201,"WATERS, INCLUDING NATURAL OR ARTIFICIAL WATERS AND AERATED WATERS, NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER NOR FLAVOURED; ICE AND SNOW"
220110,MINERAL WATER AND AERATED WATERS
22011011,"IN CLOSED BOTTLES OR OTHER CONTAINERS, READY FOR DRINKING"
22011019,OTHER – MINERAL WATER AND AERATED WATERS
22011090,OTHER – MINERAL WATER AND AERATED WATERS
220190,"OTHER – WATERS, INCLUDING NATURAL OR ARTIFICIAL WATERS AND AERATED WATERS, NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER NOR FLAVOURED; ICE AND SNOW"
22019000,"OTHER – WATERS, INCLUDING NATURAL OR ARTIFICIAL WATERS AND AERATED WATERS, NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER NOR FLAVOURED; ICE AND SNOW"
2202,"WATERS, INCLUDING MINERAL WATERS AND AERATED WATERS, CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR FLAVOURED, AND OTHER NON-ALCOHOLIC BEVERAGES (EXCLUDING FRUIT, NUT OR VEGETABLE JUICES OF HEADING 20.09)"
220210,"WATERS, INCLUDING MINERAL WATERS AND AERATED WATERS, CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR FLAVOURED"
22021011,FLAVOURED AERATED WATERS
22021019,ENERGY DRINKS
22021090,"OTHER – WATERS, INCLUDING MINERAL WATERS AND AERATED WATERS, CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR FLAVOURED"
220291,NON-ALCOHOLIC BEER
22029100,NON-ALCOHOLIC BEER
220299,"OTHER – WATERS, INCLUDING MINERAL WATERS AND AERATED WATERS, CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR FLAVOURED, AND OTHER NON-ALCOHOLIC BEVERAGES (EXCLUDING FRUIT, NUT OR VEGETABLE JUICES OF HEADING 20.09)"
22029910,MAHEU
22029990,"OTHER – WATERS, INCLUDING MINERAL WATERS AND AERATED WATERS, CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR FLAVOURED, AND OTHER NON-ALCOHOLIC BEVERAGES (EXCLUDING FRUIT, NUT OR VEGETABLE JUICES OF HEADING 20.09)"
2203,BEER MADE FROM MALT
220300,BEER MADE FROM MALT
22030011,CONTAINING NOT LESS THAN 2 G (DRY WEIGHT) OF THE WATER-INSOLUBLE MASH OR WATER- INSLOLUBLE RESIDUE OF THE MASH FROM WHICH IT IS DERIVED PER 100 ML
22030019,OTHER – BEER MADE FROM MALT
22030091,"CLEAR BEER MADE FROM SORGHUM, WHOLLY PRODUCED IN ZIMBABWE"
22030099,OTHER – BEER MADE FROM MALT
2204,"WINE OF FRESH GRAPES, INCLUDING FORTIFIED WINES; GRAPE MUST (EXCLUDING THAT OF HEADING 20.09)"
220410,SPARKLING WINE
22041011,WHOLLY PRODUCED IN ZIMBABWE
22041019,OTHER – SPARKLING WINE
22041091,WHOLLY PRODUCED IN ZIMBABWE
22041099,OTHER – SPARKLING WINE
22042,OTHER WINE; GRAPE MUST WITH FERMENTATION PREVENTED OR ARRESTED BY THE ADDITION OF ALCOHOL
220421,IN CONTAINERS HOLDING 2 LI OR LESS
22042111,WINE WHOLLY PRODUCED IN ZIMBABWE
22042112,OTHER WINE
22042113,GRAPE MUST WHOLLY PRODUCED IN ZIMBABWE
22042119,OTHER – IN CONTAINERS HOLDING 2 LI OR LESS
22042191,WINE WHOLLY PRODUCED IN ZIMBABWE
22042192,OTHER WINE
22042193,GRAPE MUST WHOLLY PRODUCED IN ZIMBABWE
22042199,OTHER – IN CONTAINERS HOLDING 2 LI OR LESS
220422,IN CONTAINERS HOLDING MORE THAN 2 LI BUT NOT MORE THAN 10 LI
22042211,WINE WHOLLY PRODUCED IN ZIMBABWE
22042212,OTHER WINE
22042213,GRAPE MUST WHOLLY PRODUCED IN ZIMBABWE
22042219,OTHER – IN CONTAINERS HOLDING MORE THAN 2 LI BUT NOT MORE THAN 10 LI
22042291,WINE WHOLLY PRODUCED IN ZIMBABWE
22042292,OTHER WINE
22042293,GRAPE MUST WHOLLY PRODUCED IN ZIMBABWE
22042299,OTHER – IN CONTAINERS HOLDING MORE THAN 2 LI BUT NOT MORE THAN 10 LI
220429,"OTHER – WINE OF FRESH GRAPES, INCLUDING FORTIFIED WINES; GRAPE MUST (EXCLUDING THAT OF HEADING 20.09)"
22042911,WINE WHOLLY PRODUCED IN ZIMBABWE
22042912,OTHER WINE
22042913,GRAPE MUST WHOLLY PRODUCED IN ZIMBABWE
22042919,"OTHER – WINE OF FRESH GRAPES, INCLUDING FORTIFIED WINES; GRAPE MUST (EXCLUDING THAT OF HEADING 20.09)"
22042991,WINE WHOLLY PRODUCED IN ZIMBABWE
22042992,OTHER WINE
22042993,GRAPE MUST WHOLLY PRODUCED IN ZIMBABWE
22042999,"OTHER – WINE OF FRESH GRAPES, INCLUDING FORTIFIED WINES; GRAPE MUST (EXCLUDING THAT OF HEADING 20.09)"
220430,OTHER GRAPE MUST
22043000,OTHER GRAPE MUST
2205,VERMOUTH AND OTHER WINE OF FRESH GRAPES FLAVOURED WITH PLANTS OR AROMATIC SUBSTANCES
220510,IN CONTAINERS HOLDING 2 LI OR LESS
22051011,WINE WHOLLY PRODUCED IN ZIMBABWE
22051019,OTHER – IN CONTAINERS HOLDING 2 LI OR LESS
22051091,WINE WHOLLY PRODUCED IN ZIMBABWE
22051099,OTHER – IN CONTAINERS HOLDING 2 LI OR LESS
220590,OTHER – VERMOUTH AND OTHER WINE OF FRESH GRAPES FLAVOURED WITH PLANTS OR AROMATIC SUBSTANCES
22059011,WHOLLY PRODUCED IN ZIMBABWE
22059019,OTHER – VERMOUTH AND OTHER WINE OF FRESH GRAPES FLAVOURED WITH PLANTS OR AROMATIC SUBSTANCES
22059091,WHOLLY PRODUCED IN ZIMBABWE
22059099,OTHER – VERMOUTH AND OTHER WINE OF FRESH GRAPES FLAVOURED WITH PLANTS OR AROMATIC SUBSTANCES
2206,"OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURESOF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED:OHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
220600,"OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060010,CIDER
22060020,PERRY
22060030,MEAD
22060041,CONTAINING NOT LESS THAN 2 G (DRY WEIGHT) OF THE WATER-INSOLUBLE MASH OR WATER- INSOLUBLE RESIDUE OF THE MASH FROM WHICH IT IS DERIVED PER 100 ML
22060049,"OTHER – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060051,"OF AN ALCOHOLIC STRENGTH BY VOLUME EXCEEDING 14% VOL AND WHOLLY PRODUCED IN ZIMBABWE – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060052,"OF AN ALCOHOLIC STRENGTH BY VOLUME EXCEEDING 14% VOL – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060053,"OF AN ALCOHOLIC STRENGTH BY VOLUME NOT EXCEEDING 14% VOL AND WHOLLY PRODUCED IN ZIMBABWE – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060059,"OTHER – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060061,"OF AN ALCOHOLIC STRENGTH BY VOLUME EXCEEDING 14% VOL – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060069,"OTHER – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060071,"OF AN ALCOHOLIC STRENGTH BY VOLUME EXCEEDING 14% VOL AND WHOLLY PRODUCED IN ZIMBABWE – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060072,"OF AN ALCOHOLIC STRENGTH BY VOLUME EXCEEDING 14% VOL – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060073,"OF AN ALCOHOLIC STRENGTH BY VOLUME NOT EXCEEDING 14% VOL AND WHOLLY PRODUCED IN ZIMBABWE – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060079,"OTHER – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
22060090,"OTHER – OTHER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
2207,"UNDENATURED ETHYL ALCOHOL OF AN ALCOHOLIC STRENGTH BY VOLUME OF 80 PER CENT VOL. OR HIGHER; ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OR ANY STRENGTH"
220710,UNDENATURED ETHYL ALCOHOL OF AN ALCOHOLIC STRENGTH BY VOLUME OF 80 PER CENT VOL. OR HIGHER
22071010,ETHYL ALCOHOL CONTAINING BY WEIGHT 51% OR MORE OF ETHANOL FOR USE IN AN INTERNAL COMBUSTION ENGINE OR OTHER MOTIVE POWER
22071090,OTHER – UNDENATURED ETHYL ALCOHOL OF AN ALCOHOLIC STRENGTH BY VOLUME OF 80 PER CENT VOL. OR HIGHER
220720,"ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OF ANY STRENGTH"
22072011,"FOR MEDICINAL USE – ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OF ANY STRENGTH"
22072019,"OTHER – ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OF ANY STRENGTH"
22072020,DENATURED BY THE ADDITION OF LESS THAN 1% OF BENZOL
22072091,"FOR MEDICINAL USE – ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OF ANY STRENGTH"
22072099,"OTHER – ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OF ANY STRENGTH"
2208,"UNDENATURED ETHYL ALCOHOL OF AN ALCOHOLIC STRENGTH BY VOLUME OF LESS THAN 80 PER CENT VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES"
220820,SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC
22082011,CONTAINING NOT MORE THAN 33 1/3% OF IMPORTED SPIRIT
22082019,OTHER – SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC
22082090,OTHER – SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC
220830,WHISKIES
22083010,CONTAINING NOT MORE THAN 33 1/3% OF IMPORTED SPIRIT
22083090,OTHER – WHISKIES
220840,RUM AND OTHER SPIRITS OBTAINED BY DISTILLING FERMENTED SUGARCANE PRODUCTS
22084011,CONTAINING NOT MORE THAN 40% OF IMPORTED SPIRIT
22084019,OTHER – RUM AND OTHER SPIRITS OBTAINED BY DISTILLING FERMENTED SUGARCANE PRODUCTS
22084090,TAFIA
220850,GIN AND GENEVA
22085011,WHOLLY DISTILLED IN ZIMBABWE
22085019,OTHER – GIN AND GENEVA
22085090,GENEVA
220860,VODKA
22086010,WHOLLY DISTILLED IN ZIMBABWE
22086090,OTHER – VODKA
220870,LIQUEURS AND CORDIALS
22087010,CONTAINING NOT MORE THAN 33 1/3% OF IMPORTED SPIRIT
22087090,OTHER – LIQUEURS AND CORDIALS
220890,"OTHER – UNDENATURED ETHYL ALCOHOL OF AN ALCOHOLIC STRENGTH BY VOLUME OF LESS THAN 80 PER CENT VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES"
22089021,WHOLLY PRODUCED IN ZIMBABWE
22089029,"OTHER – UNDENATURED ETHYL ALCOHOL OF AN ALCOHOLIC STRENGTH BY VOLUME OF LESS THAN 80 PER CENT VOL.; SPIRITS, LIQUEURS AND OTHER SPIRITUOUS BEVERAGES"
22089091,WHOLLY DISTILLED IN ZIMBABWE
